457,java-expert+java-intermediate+java-beginner,12/2/2017 12:00:00 AM,landmark,java-expert+oracle-expert,ecommerce,bfsi,ifs bank,1,onb,online banking,5/1/2016 12:00:00 AM,10/30/2016 12:00:00 AM,0,1000,1000
759,java-expert+java-intermediate+java-beginner,10/2/2016 12:00:00 AM,erste,java-intermediate+oracle-intermediate,bfsi,bfsi,ifs bank,4,onb,online banking,5/1/2016 12:00:00 AM,1/1/2017 12:00:00 AM,3,1000,1000
592,java-expert+java-intermediate+java-beginner,12/2/2017 12:00:00 AM,lufthansa,java-intermediate+oracle-intermediate,aviation,bfsi,ifs bank,5,onb,online banking,5/1/2016 12:00:00 AM,1/1/2017 12:00:00 AM,4,1000,1000
561,java-expert+java-intermediate+java-beginner,6/2/2017 12:00:00 AM,lufthansa,java-intermediate+oracle-intermediate,aviation,bfsi,ifs bank,6,onb,online banking,5/1/2016 12:00:00 AM,1/1/2017 12:00:00 AM,5,1000,1000
150,java-expert+java-intermediate+java-beginner,3/4/2017 12:00:00 AM,,android-expert,,bfsi,ifs bank,7,onb,online banking,5/1/2016 12:00:00 AM,1/1/2017 12:00:00 AM,6,1000,1000
634,java-expert+java-intermediate+java-beginner,2/2/2017 12:00:00 AM,lufthansa,android-expert,aviation,bfsi,ifs bank,8,onb,online banking,5/1/2016 12:00:00 AM,1/1/2017 12:00:00 AM,7,1000,1000
531,java-expert+java-intermediate+java-beginner,2/2/2017 12:00:00 AM,lufthansa,.net-intermediate+sql server-intermediate,,,aviation solutions,12,amt,asset management,6/15/2016 12:00:00 AM,9/15/2016 12:00:00 AM,8,1000,1000
424,java-expert+java-intermediate+java-beginner,6/28/2016 12:00:00 AM,,.net-intermediate+sql server-intermediate,,,aviation solutions,13,amt,asset management,6/15/2016 12:00:00 AM,9/15/2016 12:00:00 AM,9,1000,1000
812,java-expert+java-intermediate+java-beginner,2/2/2017 12:00:00 AM,erste,.net-intermediate+sql server-intermediate,bfsi,,aviation solutions,14,amt,asset management,6/15/2016 12:00:00 AM,9/15/2016 12:00:00 AM,10,1000,1000
202,java-expert+java-intermediate+java-beginner,6/28/2016 12:00:00 AM,netent,.net-intermediate+sql server-intermediate,gaming,,aviation solutions,15,amt,asset management,6/15/2016 12:00:00 AM,9/15/2016 12:00:00 AM,11,1000,1000
155,java-expert+java-intermediate+java-beginner,6/28/2016 12:00:00 AM,,java-expert+oracle-expert,,bfsi,ifs bank,27,onb,online banking,7/1/2016 12:00:00 AM,11/30/2016 12:00:00 AM,12,1000,1000
715,java-expert+java-intermediate+java-beginner,6/28/2016 12:00:00 AM,lufthansa,java-expert+oracle-expert,aviation,bfsi,ifs bank,28,onb,online banking,7/1/2016 12:00:00 AM,6/1/2017 12:00:00 AM,13,1000,1000
229,java-expert+java-intermediate+java-beginner,6/28/2016 12:00:00 AM,netent,java-expert+oracle-expert,gaming,bfsi,ifs bank,29,onb,online banking,7/1/2016 12:00:00 AM,6/1/2017 12:00:00 AM,14,1000,1000
153,java-expert+java-intermediate+java-beginner,6/28/2016 12:00:00 AM,,java-expert+oracle-expert,,bfsi,ifs bank,30,onb,online banking,7/1/2016 12:00:00 AM,6/1/2017 12:00:00 AM,15,1000,1000
255,java-expert+java-intermediate+java-beginner,6/30/2016 12:00:00 AM,netent,.net-intermediate+sharepoint-beginner,gaming,,sne,31,uid,ui re-design,1/1/2016 12:00:00 AM,4/1/2017 12:00:00 AM,16,1000,1000
710,java-expert+java-intermediate+java-beginner,6/30/2016 12:00:00 AM,lufthansa,.net-beginner+sharepoint-beginner,aviation,,sne,32,uid,ui re-design,11/1/2016 12:00:00 AM,4/1/2017 12:00:00 AM,17,1000,1000
454,java-expert+java-intermediate+java-beginner,6/30/2016 12:00:00 AM,lufthansa,.net-beginner+sharepoint-beginner,,,sne,33,uid,ui re-design,11/1/2016 12:00:00 AM,4/1/2017 12:00:00 AM,18,1000,1000
152,java-expert+java-intermediate+java-beginner,7/18/2016 12:00:00 AM,,.net-expert+sharepoint-expert,,,aviation solutions,413,cdm,customer document management,6/15/2016 12:00:00 AM,7/15/2016 12:00:00 AM,19,1000,1000
834,java-expert+java-intermediate+java-beginner,2/2/2017 12:00:00 AM,icici,.net-intermediate+sharepoint-intermediate,bfsi,,aviation solutions,415,cdm,customer document management,6/15/2016 12:00:00 AM,9/30/2016 12:00:00 AM,20,1000,1000
445,java-expert+java-intermediate+java-beginner,8/1/2016 12:00:00 AM,lufthansa,.net-intermediate+sharepoint-intermediate,,,aviation solutions,416,cdm,customer document management,6/15/2016 12:00:00 AM,9/30/2016 12:00:00 AM,21,1000,1000
506,java-expert+java-intermediate+java-beginner,8/13/2016 12:00:00 AM,lufthansa,.net-intermediate+sharepoint-beginner,aviation,,aviation solutions,418,cdm,customer document management,6/15/2016 12:00:00 AM,9/30/2016 12:00:00 AM,22,1000,1000
760,java-expert+java-intermediate+java-beginner,2/2/2017 12:00:00 AM,ifs bank,ios-intermediate,bfsi,aviation,aviation solutions,38,fci,mobility solutions for fast check in,6/1/2016 12:00:00 AM,9/30/2016 12:00:00 AM,23,1000,1000
258,java-expert+java-intermediate+java-beginner,9/25/2016 12:00:00 AM,netent,ios-intermediate,gaming,aviation,aviation solutions,39,fci,mobility solutions for fast check in,6/1/2016 12:00:00 AM,9/30/2016 12:00:00 AM,24,1000,1000
783,java-expert+java-intermediate+java-beginner,3/4/2017 12:00:00 AM,ifs bank,java-expert+oracle-expert,bfsi,bfsi,ifs bank,50,onb,online banking,7/1/2016 12:00:00 AM,6/1/2017 12:00:00 AM,25,1000,1000
242,java-expert+java-intermediate+java-beginner,12/31/2016 12:00:00 AM,netent,java-expert+oracle-expert,gaming,bfsi,ifs bank,51,onb,online banking,7/1/2016 12:00:00 AM,6/1/2017 12:00:00 AM,26,1000,1000
142,java-expert+java-intermediate+java-beginner,12/31/2016 12:00:00 AM,,java-intermediate+oracle-intermediate,ecommerce,,customer analytics,295,fdp,front desk payment resolution,6/15/2016 12:00:00 AM,7/31/2017 12:00:00 AM,27,1000,1000
233,java-expert+java-intermediate+java-beginner,12/31/2016 12:00:00 AM,netent,java-beginner+oracle-beginner,gaming,gaming,nagarro,60,mre,mobile re-design,6/1/2016 12:00:00 AM,12/1/2017 12:00:00 AM,28,1000,1000
803,java-expert+java-intermediate+java-beginner,12/31/2016 12:00:00 AM,lufthansa,java-beginner+oracle-beginner,,gaming,nagarro,61,mre,mobile re-design,6/1/2016 12:00:00 AM,12/1/2017 12:00:00 AM,29,1000,1000
825,java-expert+java-intermediate+java-beginner,12/31/2016 12:00:00 AM,ifs bank,java-beginner+oracle-beginner,bfsi,gaming,nagarro,62,mre,mobile re-design,6/1/2016 12:00:00 AM,12/1/2017 12:00:00 AM,30,1000,1000
1133,java-intermediate+java-beginner,8/21/2016 12:00:00 AM,bmw,java-beginner+oracle-beginner,bfsi,gaming,nagarro,63,mre,mobile re-design,6/1/2016 12:00:00 AM,12/1/2017 12:00:00 AM,31,1000,1000
2001,java-intermediate+java-beginner,12/2/2017 12:00:00 AM,,java-beginner+oracle-beginner,bfsi,gaming,nagarro,64,mre,mobile re-design,6/1/2016 12:00:00 AM,12/1/2017 12:00:00 AM,32,1000,1000
1970,java-intermediate+java-beginner,9/30/2016 12:00:00 AM,,java-beginner+oracle-beginner,gaming,,customer analytics,300,fdp,front desk payment resolution,6/15/2016 12:00:00 AM,7/31/2017 12:00:00 AM,33,1000,1000
1156,java-intermediate+java-beginner,10/1/2016 12:00:00 AM,,java-beginner+oracle-beginner,gaming,,customer analytics,301,fdp,front desk payment resolution,6/15/2016 12:00:00 AM,7/31/2017 12:00:00 AM,34,1000,1000
1881,java-intermediate+java-beginner,12/2/2017 12:00:00 AM,,java-beginner+oracle-beginner,gaming,,customer analytics,302,fdp,front desk payment resolution,6/15/2016 12:00:00 AM,7/31/2017 12:00:00 AM,35,1000,1000
1636,java-intermediate+java-beginner,9/12/2016 12:00:00 AM,,java-beginner+oracle-beginner,bfsi,,customer analytics,303,fdp,front desk payment resolution,6/15/2016 12:00:00 AM,7/31/2017 12:00:00 AM,36,1000,1000
1247,java-intermediate+java-beginner,11/11/2016 12:00:00 AM,nubridges,java-beginner+oracle-beginner,bfsi,,customer analytics,304,fdp,front desk payment resolution,6/15/2016 12:00:00 AM,7/31/2017 12:00:00 AM,37,1000,1000
1913,java-intermediate+java-beginner,2/2/2017 12:00:00 AM,,java-beginner+oracle-beginner,bfsi,,customer analytics,305,fdp,front desk payment resolution,6/15/2016 12:00:00 AM,7/31/2017 12:00:00 AM,38,1000,1000
