EmployeeId,RequestId,Skills,MandotaroySkilss,AvlDate,RequestStartDate,AllocationEndDate,PreviousCustomerExperiance,CustomerName,DomainExperiance,ProjectDomain,ProjectKey,cost1,cost2457,7,java-expert+java-intermediate+java-beginner,android-expert,12/2/2017 12:00:00 AM,5/1/2016 12:00:00 AM,1/1/2017 12:00:00 AM,landmark,ifs bank,ecommerce,bfsi,onb,1000,1000
759,38,java-expert+java-intermediate+java-beginner,ios-intermediate,2/2/2017 12:00:00 AM,6/1/2016 12:00:00 AM,9/30/2016 12:00:00 AM,erste,aviation solutions,bfsi,aviation,fci,1000,1000
592,39,java-expert+java-intermediate+java-beginner,ios-intermediate,4/2/2018 12:00:00 AM,6/1/2016 12:00:00 AM,9/30/2016 12:00:00 AM,lufthansa,aviation solutions,aviation,aviation,fci,1000,1000
561,91,java-expert+java-intermediate+java-beginner,java-intermediate+ mongodb-intermediate,4/2/2018 12:00:00 AM,6/1/2016 12:00:00 AM,9/30/2016 12:00:00 AM,lufthansa,aviation solutions,aviation,aviation,fci,1000,1000
150,92,java-expert+java-intermediate+java-beginner,java-intermediate+ mongodb-intermediate,4/2/2018 12:00:00 AM,6/1/2016 12:00:00 AM,9/30/2016 12:00:00 AM,,aviation solutions,,aviation,fci,1000,1000
634,93,java-expert+java-intermediate+java-beginner,java-intermediate+ mongodb-intermediate,4/2/2018 12:00:00 AM,6/1/2016 12:00:00 AM,9/30/2016 12:00:00 AM,lufthansa,aviation solutions,aviation,aviation,fci,1000,1000
531,94,java-expert+java-intermediate+java-beginner,java-intermediate+ mongodb-intermediate,2/2/2017 12:00:00 AM,6/1/2016 12:00:00 AM,9/30/2016 12:00:00 AM,lufthansa,aviation solutions,,aviation,fci,1000,1000
424,98,java-expert+java-intermediate+java-beginner,android-intermediate,3/4/2017 12:00:00 AM,6/1/2016 12:00:00 AM,9/30/2016 12:00:00 AM,,aviation solutions,,aviation,fci,1000,1000
812,99,java-expert+java-intermediate+java-beginner,android-intermediate,3/4/2017 12:00:00 AM,6/1/2016 12:00:00 AM,9/30/2016 12:00:00 AM,erste,aviation solutions,bfsi,aviation,fci,1000,1000
202,102,java-expert+java-intermediate+java-beginner,.net-expert+ azure-expert,10/2/2016 12:00:00 AM,7/1/2016 12:00:00 AM,3/1/2017 12:00:00 AM,netent,ge,gaming,industrial automation,inf,1000,1000
155,277,java-expert+java-intermediate+java-beginner,ios-intermediate,2/2/2017 12:00:00 AM,6/1/2016 12:00:00 AM,12/1/2016 12:00:00 AM,,nagarro,,gaming,rmc,1000,1000
715,677,java-expert+java-intermediate+java-beginner,java-expert+ mongodb-expert,4/2/2018 12:00:00 AM,7/15/2016 12:00:00 AM,8/31/2016 12:00:00 AM,lufthansa,nagarro,aviation,,sne,1000,1000
229,678,java-expert+java-intermediate+java-beginner,java-expert+ mongodb-expert,1/1/2017 12:00:00 AM,7/15/2016 12:00:00 AM,8/31/2016 12:00:00 AM,netent,nagarro,gaming,,sne,1000,1000
153,154,java-expert+java-intermediate+java-beginner,.net-expert+ azure-expert,1/1/2017 12:00:00 AM,7/10/2016 12:00:00 AM,2/10/2018 12:00:00 AM,,aviation solutions,,,mfr,1000,1000
255,276,java-expert+java-intermediate+java-beginner,android-intermediate,4/1/2017 12:00:00 AM,6/1/2016 12:00:00 AM,12/1/2016 12:00:00 AM,netent,nagarro,gaming,gaming,rmc,1000,1000
710,427,java-expert+java-intermediate+java-beginner,.net-intermediate+ sharepoint-beginner,4/2/2018 12:00:00 AM,6/15/2016 12:00:00 AM,9/30/2016 12:00:00 AM,lufthansa,aviation solutions,aviation,,cdm,1000,1000
454,479,java-expert+java-intermediate+java-beginner,.net-beginner+ wpf-beginner,12/2/2017 12:00:00 AM,6/20/2016 12:00:00 AM,11/30/2016 12:00:00 AM,lufthansa,aviation solutions,,aviation,see,1000,1000
152,480,java-expert+java-intermediate+java-beginner,.net-beginner+ wpf-beginner,7/18/2016 12:00:00 AM,6/20/2016 12:00:00 AM,11/30/2016 12:00:00 AM,,aviation solutions,,aviation,see,1000,1000
834,762,java-expert+java-intermediate+java-beginner,.net-expert+ sql server-expert,3/4/2017 12:00:00 AM,8/1/2016 12:00:00 AM,1/1/2019 12:00:00 AM,icici,tbx,bfsi,energy & utilities,epf,1000,1000
445,598,java-expert+java-intermediate+java-beginner,.net-beginner+ wpf-beginner,6/2/2017 12:00:00 AM,1/1/2016 12:00:00 AM,2/10/2018 12:00:00 AM,lufthansa,aviation solutions,,,mfr,1000,1000
506,599,java-expert+java-intermediate+java-beginner,.net-beginner+ wpf-beginner,2/2/2017 12:00:00 AM,1/1/2016 12:00:00 AM,2/10/2018 12:00:00 AM,lufthansa,aviation solutions,aviation,,mfr,1000,1000
760,832,java-expert+java-intermediate+java-beginner,.net-expert+ sql server-expert,12/2/2017 12:00:00 AM,8/1/2016 12:00:00 AM,1/1/2019 12:00:00 AM,ifs bank,tbx,bfsi,energy & utilities,epf,1000,1000
258,684,java-expert+java-intermediate+java-beginner,java-intermediate+ mongodb-intermediate,3/4/2017 12:00:00 AM,7/15/2016 12:00:00 AM,7/15/2017 12:00:00 AM,netent,nagarro,gaming,,sne,1000,1000
783,689,java-expert+java-intermediate+java-beginner,java-beginner+ mongodb-beginner,12/2/2017 12:00:00 AM,7/15/2016 12:00:00 AM,7/15/2017 12:00:00 AM,ifs bank,nagarro,bfsi,,sne,1000,1000
242,691,java-expert+java-intermediate+java-beginner,java-beginner+ mongodb-beginner,12/2/2017 12:00:00 AM,7/15/2016 12:00:00 AM,7/15/2017 12:00:00 AM,netent,nagarro,gaming,,sne,1000,1000
142,694,java-expert+java-intermediate+java-beginner,java-beginner+ mongodb-beginner,12/2/2017 12:00:00 AM,7/15/2016 12:00:00 AM,7/15/2017 12:00:00 AM,,nagarro,ecommerce,,sne,1000,1000
233,696,java-expert+java-intermediate+java-beginner,java-beginner+ mongodb-beginner,12/31/2016 12:00:00 AM,7/15/2016 12:00:00 AM,7/15/2017 12:00:00 AM,netent,nagarro,gaming,,sne,1000,1000
803,698,java-expert+java-intermediate+java-beginner,java-intermediate+ mongodb-intermediate,6/2/2017 12:00:00 AM,7/15/2016 12:00:00 AM,7/15/2017 12:00:00 AM,lufthansa,nagarro,,,sne,1000,1000
825,781,java-expert+java-intermediate+java-beginner,java-expert+ mongodb-expert,12/2/2017 12:00:00 AM,10/1/2016 12:00:00 AM,4/1/2017 12:00:00 AM,ifs bank,nagarro,bfsi,,san,1000,1000
1133,782,java-intermediate+java-beginner,java-expert+ mongodb-expert,6/2/2017 12:00:00 AM,10/1/2016 12:00:00 AM,4/1/2017 12:00:00 AM,bmw,nagarro,bfsi,,san,1000,1000
406,609,.net-intermediate+ wpf-intermediate+.net-beginner+ wpf-beginner,.net-intermediate+ wpf-intermediate,10/1/2016 12:00:00 AM,12/1/2016 12:00:00 AM,2/10/2018 12:00:00 AM,aviation solutions,aviation solutions,public sector,,mfr,894,894
1356,610,.net-intermediate+ wpf-intermediate+.net-beginner+ wpf-beginner,.net-intermediate+ wpf-intermediate,10/1/2016 12:00:00 AM,12/1/2016 12:00:00 AM,2/10/2018 12:00:00 AM,netenvironment,aviation solutions,gaming,,mfr,889,889
762,769,.net-intermediate+ wpf-intermediate+.net-beginner+ wpf-beginner,.net-intermediate+ wpf-intermediate,7/16/2016 12:00:00 AM,8/1/2016 12:00:00 AM,1/1/2019 12:00:00 AM,netenvironment,tbx,,energy & utilities,epf,898,898
732,779,.net-intermediate+ wpf-intermediate+.net-beginner+ wpf-beginner,.net-intermediate+ wpf-intermediate,7/16/2016 12:00:00 AM,8/1/2016 12:00:00 AM,1/1/2019 12:00:00 AM,netenvironment,tbx,,energy & utilities,epf,933,933
1669,722,java-intermediate+ mongodb-intermediate+java-beginner+ mongodb-beginner,java-beginner+ mongodb-beginner,10/1/2016 12:00:00 AM,1/1/2017 12:00:00 AM,7/15/2017 12:00:00 AM,customer analytics,nagarro,gaming,,sne,910,910
1628,729,java-intermediate+ mongodb-intermediate+java-beginner+ mongodb-beginner,java-intermediate+ mongodb-intermediate,10/1/2016 12:00:00 AM,3/1/2017 12:00:00 AM,7/15/2017 12:00:00 AM,customer analytics,nagarro,,,sne,886,886
1015,615,.net-intermediate+ wpf-intermediate+.net-beginner+ wpf-beginner,.net-intermediate+ wpf-intermediate,10/1/2016 12:00:00 AM,12/1/2016 12:00:00 AM,2/10/2018 12:00:00 AM,,aviation solutions,,,mfr,869,869
1607,119,android-intermediate+android-beginner,android-intermediate,10/1/2016 12:00:00 AM,11/1/2016 12:00:00 AM,3/1/2017 12:00:00 AM,shopperstop,ge,ecommerce,industrial automation,inf,876,876
3300,291,.net-beginner+ sharepoint-beginner,.net-beginner+ sharepoint-beginner,10/1/2016 12:00:00 AM,1/1/2017 12:00:00 AM,12/1/2017 12:00:00 AM,netenvironment,sne,,,wms,883,883
450,322,.net-beginner+ sharepoint-beginner,.net-beginner+ sharepoint-beginner,10/1/2016 12:00:00 AM,1/1/2017 12:00:00 AM,12/1/2017 12:00:00 AM,aviation solutions,sne,,,wms,863,863
2483,323,.net-beginner+ sharepoint-beginner,.net-beginner+ sharepoint-beginner,10/1/2016 12:00:00 AM,1/1/2017 12:00:00 AM,12/1/2017 12:00:00 AM,aviation solutions,sne,,,wms,863,863
3883,324,.net-beginner+ sharepoint-beginner,.net-beginner+ sharepoint-beginner,10/1/2016 12:00:00 AM,1/1/2017 12:00:00 AM,12/1/2017 12:00:00 AM,tbx,sne,,,wms,858,858
2047,292,.net-beginner+ sharepoint-beginner,.net-beginner+ sharepoint-beginner,12/2/2016 12:00:00 AM,1/1/2017 12:00:00 AM,12/1/2017 12:00:00 AM,sne,sne,,,wms,888,888
2716,851,.net-beginner+ sharepoint-beginner,.net-beginner+ sharepoint-beginner,10/1/2016 12:00:00 AM,8/1/2016 12:00:00 AM,1/1/2019 12:00:00 AM,,tbx,,energy & utilities,epf,1000,1000
