112,27,java-expert+ oracle-expert+java-intermediate+java-beginner+ oracle-intermediate+ oracle-beginner,java-expert+ oracle-expert,3/31/2015 12:00:00 AM,7/1/2016 12:00:00 AM,11/30/2016 12:00:00 AM,lufthansa,ifs bank,aviation,bfsi,onb,800,808
457,260,java-expert+java-intermediate+java-beginner,java-expert,4/29/2016 12:00:00 AM,6/1/2016 12:00:00 AM,12/1/2017 12:00:00 AM,landmark,nagarro,ecommerce,gaming,mre,800,830
759,515,java-expert+java-intermediate+java-beginner,java-intermediate,4/30/2016 12:00:00 AM,11/1/2016 12:00:00 AM,2/1/2017 12:00:00 AM,erste,customer analytics,bfsi,,rci,880,884
592,583,java-expert+java-intermediate+java-beginner,java-beginner,5/15/2016 12:00:00 AM,7/3/2016 12:00:00 AM,4/1/2018 12:00:00 AM,lufthansa,lufthansa,aviation,aviation,flm,860,894
561,582,java-expert+java-intermediate+java-beginner,java-beginner,5/16/2016 12:00:00 AM,7/3/2016 12:00:00 AM,4/1/2018 12:00:00 AM,lufthansa,lufthansa,aviation,aviation,flm,855,889
150,535,java-expert+java-intermediate+java-beginner,java-expert,6/28/2016 12:00:00 AM,7/3/2016 12:00:00 AM,4/1/2018 12:00:00 AM,,lufthansa,,aviation,flm,800,834
634,579,java-expert+java-intermediate+java-beginner,java-beginner,6/28/2016 12:00:00 AM,7/3/2016 12:00:00 AM,4/1/2018 12:00:00 AM,lufthansa,lufthansa,aviation,aviation,flm,855,889
531,499,java-expert+java-intermediate+java-beginner,java-intermediate,6/28/2016 12:00:00 AM,7/1/2016 12:00:00 AM,2/1/2017 12:00:00 AM,lufthansa,customer analytics,,,rci,850,860
424,749,java-expert+java-intermediate+java-beginner,java-expert,6/28/2016 12:00:00 AM,9/30/2016 12:00:00 AM,3/3/2017 12:00:00 AM,,customer analytics,,,oan,850,858
812,808,java-expert+java-intermediate+java-beginner,java-intermediate,6/28/2016 12:00:00 AM,9/30/2016 12:00:00 AM,3/3/2017 12:00:00 AM,erste,customer analytics,bfsi,,oan,880,888
202,497,java-expert+java-intermediate+java-beginner,java-expert,6/28/2016 12:00:00 AM,7/1/2016 12:00:00 AM,10/1/2016 12:00:00 AM,netent,customer analytics,gaming,,rci,850,854
155,498,java-expert+java-intermediate+java-beginner,java-expert,6/28/2016 12:00:00 AM,7/1/2016 12:00:00 AM,2/1/2017 12:00:00 AM,,customer analytics,,,rci,850,860
715,581,java-expert+java-intermediate+java-beginner,java-beginner,6/28/2016 12:00:00 AM,7/3/2016 12:00:00 AM,4/1/2018 12:00:00 AM,lufthansa,lufthansa,aviation,aviation,flm,855,889
229,103,java-expert+java-intermediate+java-beginner,java-expert,6/28/2016 12:00:00 AM,7/20/2016 12:00:00 AM,12/31/2016 12:00:00 AM,netent,aviation solutions,gaming,aviation,fci,800,808
153,748,java-expert+java-intermediate+java-beginner,java-expert,6/28/2016 12:00:00 AM,7/22/2016 12:00:00 AM,12/31/2016 12:00:00 AM,,customer analytics,,,oan,850,858
255,756,java-expert+java-intermediate+java-beginner,java-expert,6/30/2016 12:00:00 AM,8/1/2016 12:00:00 AM,3/31/2017 12:00:00 AM,netent,lufthansa,gaming,publishing,erd,800,812
710,580,java-expert+java-intermediate+java-beginner,java-beginner,6/30/2016 12:00:00 AM,7/3/2016 12:00:00 AM,4/1/2018 12:00:00 AM,lufthansa,lufthansa,aviation,aviation,flm,855,889
454,69,java-expert+java-intermediate+java-beginner,java-expert,6/30/2016 12:00:00 AM,12/1/2016 12:00:00 AM,12/1/2017 12:00:00 AM,lufthansa,nagarro,,gaming,mre,800,820
152,599,java-expert+java-intermediate+java-beginner,.net-beginner+ wpf-beginner,7/18/2016 12:00:00 AM,1/1/2016 12:00:00 AM,2/10/2018 12:00:00 AM,,aviation solutions,,,mfr,1000,1000
834,809,java-expert+java-intermediate+java-beginner,java-intermediate,7/22/2016 12:00:00 AM,9/30/2016 12:00:00 AM,3/3/2017 12:00:00 AM,icici,customer analytics,bfsi,,oan,890,898
445,179,java-expert+java-intermediate+java-beginner,java-expert,8/1/2016 12:00:00 AM,1/1/2017 12:00:00 AM,6/1/2017 12:00:00 AM,lufthansa,aviation solutions,,aviation,fci,800,808
506,514,java-expert+java-intermediate+java-beginner,java-intermediate,8/13/2016 12:00:00 AM,11/1/2016 12:00:00 AM,2/1/2017 12:00:00 AM,lufthansa,customer analytics,aviation,,rci,850,854
760,79,java-expert+java-intermediate+java-beginner,java-beginner,9/1/2016 12:00:00 AM,3/1/2017 12:00:00 AM,12/1/2017 12:00:00 AM,ifs bank,ifs bank,bfsi,bfsi,onb,855,869
258,750,java-expert+java-intermediate+java-beginner,java-intermediate,9/25/2016 12:00:00 AM,9/30/2016 12:00:00 AM,3/3/2017 12:00:00 AM,netent,customer analytics,gaming,,oan,850,858
783,80,java-expert+java-intermediate+java-beginner,java-beginner,9/30/2016 12:00:00 AM,3/1/2017 12:00:00 AM,12/1/2017 12:00:00 AM,ifs bank,ifs bank,bfsi,bfsi,onb,845,859
242,274,java-expert+java-intermediate+java-beginner,java-intermediate,12/31/2016 12:00:00 AM,3/1/2017 12:00:00 AM,12/1/2017 12:00:00 AM,netent,nagarro,gaming,gaming,mre,870,884
142,268,java-expert+java-intermediate+java-beginner,java-expert,12/31/2016 12:00:00 AM,3/1/2017 12:00:00 AM,12/1/2017 12:00:00 AM,,nagarro,ecommerce,gaming,mre,800,814
233,677,java-expert+java-intermediate+java-beginner,java-expert+ mongodb-expert,12/31/2016 12:00:00 AM,7/15/2016 12:00:00 AM,8/31/2016 12:00:00 AM,netent,nagarro,gaming,,sne,1000,1000
803,205,java-expert+java-intermediate+java-beginner,java-intermediate,12/31/2016 12:00:00 AM,3/1/2017 12:00:00 AM,6/1/2017 12:00:00 AM,lufthansa,aviation solutions,,aviation,fci,870,874
825,78,java-expert+java-intermediate+java-beginner,java-beginner,12/31/2016 12:00:00 AM,3/1/2017 12:00:00 AM,12/1/2017 12:00:00 AM,ifs bank,ifs bank,bfsi,bfsi,onb,855,869
1133,206,java-intermediate+java-beginner,java-intermediate,8/21/2016 12:00:00 AM,3/1/2017 12:00:00 AM,6/1/2017 12:00:00 AM,bmw,aviation solutions,bfsi,aviation,fci,870,874
2001,516,java-intermediate+java-beginner,java-intermediate,10/1/2016 12:00:00 AM,11/1/2016 12:00:00 AM,2/1/2017 12:00:00 AM,,customer analytics,bfsi,,rci,855,859
1970,263,java-intermediate+java-beginner,java-intermediate,9/30/2016 12:00:00 AM,12/1/2016 12:00:00 AM,12/1/2017 12:00:00 AM,,nagarro,gaming,gaming,mre,870,890
1156,198,java-intermediate+java-beginner,java-beginner,10/1/2016 12:00:00 AM,3/1/2017 12:00:00 AM,6/1/2017 12:00:00 AM,,aviation solutions,gaming,aviation,fci,870,874
1881,751,java-intermediate+java-beginner,java-intermediate,9/21/2016 12:00:00 AM,9/30/2016 12:00:00 AM,3/3/2017 12:00:00 AM,,customer analytics,gaming,,oan,880,888
1636,272,java-intermediate+java-beginner,java-intermediate,9/12/2016 12:00:00 AM,3/1/2017 12:00:00 AM,12/1/2017 12:00:00 AM,,nagarro,bfsi,gaming,mre,870,884
1247,273,java-intermediate+java-beginner,java-intermediate,11/11/2016 12:00:00 AM,3/1/2017 12:00:00 AM,12/1/2017 12:00:00 AM,nubridges,nagarro,bfsi,gaming,mre,870,884
1913,506,java-intermediate+java-beginner,java-intermediate,6/30/2016 12:00:00 AM,7/1/2016 12:00:00 AM,2/1/2017 12:00:00 AM,,customer analytics,bfsi,,rci,890,900
1796,505,java-intermediate+java-beginner,java-intermediate,1/15/2016 12:00:00 AM,7/1/2016 12:00:00 AM,2/1/2017 12:00:00 AM,,customer analytics,,,rci,880,890
1276,764,java-intermediate+java-beginner,.net-expert+ wpf-expert,4/15/2016 12:00:00 AM,8/1/2016 12:00:00 AM,1/1/2019 12:00:00 AM,,tbx,,energy & utilities,epf,1000,1000
1823,500,java-intermediate+java-beginner,java-intermediate,5/20/2016 12:00:00 AM,7/1/2016 12:00:00 AM,2/1/2017 12:00:00 AM,,customer analytics,,,rci,860,870
1030,204,java-intermediate+java-beginner,java-intermediate,6/6/2016 12:00:00 AM,3/1/2017 12:00:00 AM,6/1/2017 12:00:00 AM,,aviation solutions,,aviation,fci,870,874
1118,779,java-intermediate+java-beginner,.net-intermediate+ wpf-intermediate,6/1/2016 12:00:00 AM,8/1/2016 12:00:00 AM,1/1/2019 12:00:00 AM,ja,tbx,gaming,energy & utilities,epf,1000,1000
2131,522,java-intermediate+java-beginner,java-intermediate,5/20/2016 12:00:00 AM,11/1/2016 12:00:00 AM,2/1/2017 12:00:00 AM,,customer analytics,gaming,,rci,855,859
967,203,java-intermediate+java-beginner,java-intermediate,5/20/2016 12:00:00 AM,3/1/2017 12:00:00 AM,6/1/2017 12:00:00 AM,,aviation solutions,gaming,aviation,fci,870,874
1827,794,java-intermediate+java-beginner,.net-intermediate+ wpf-intermediate,4/22/2016 12:00:00 AM,8/1/2016 12:00:00 AM,1/1/2019 12:00:00 AM,ifs bank,tbx,bfsi,energy & utilities,epf,1000,1000
1825,17,java-intermediate+java-beginner,java-beginner,5/20/2016 12:00:00 AM,7/1/2016 12:00:00 AM,11/30/2016 12:00:00 AM,ifs bank,ifs bank,bfsi,bfsi,onb,810,818
1572,585,java-intermediate+java-beginner,java-beginner,6/28/2016 12:00:00 AM,7/3/2016 12:00:00 AM,4/1/2018 12:00:00 AM,,lufthansa,bfsi,aviation,flm,870,904
1116,322,java-intermediate+java-beginner,.net-beginner+ sharepoint-beginner,4/15/2016 12:00:00 AM,1/1/2017 12:00:00 AM,12/1/2017 12:00:00 AM,qwerty,sne,bfsi,,wms,1000,1000
1956,501,java-intermediate+java-beginner,java-intermediate,6/17/2016 12:00:00 AM,7/1/2016 12:00:00 AM,2/1/2017 12:00:00 AM,,customer analytics,bfsi,,rci,855,865
1537,586,java-intermediate+java-beginner,java-beginner,7/1/2016 12:00:00 AM,7/3/2016 12:00:00 AM,4/1/2018 12:00:00 AM,,lufthansa,bfsi,aviation,flm,870,904
1152,207,java-intermediate+java-beginner,java-intermediate,4/8/2016 12:00:00 AM,3/1/2017 12:00:00 AM,6/1/2017 12:00:00 AM,,aviation solutions,bfsi,aviation,fci,870,874
1623,814,java-intermediate+java-beginner,java-intermediate,6/20/2016 12:00:00 AM,9/30/2016 12:00:00 AM,3/3/2017 12:00:00 AM,,customer analytics,bfsi,,oan,885,893
1487,208,java-intermediate+java-beginner,java-intermediate,6/1/2016 12:00:00 AM,3/1/2017 12:00:00 AM,6/1/2017 12:00:00 AM,,aviation solutions,gaming,aviation,fci,870,874
1313,94,java-intermediate+java-beginner,java-intermediate+ mongodb-intermediate,5/12/2016 12:00:00 AM,6/1/2016 12:00:00 AM,9/30/2016 12:00:00 AM,admiral,aviation solutions,gaming,aviation,fci,1000,1000
2063,752,java-intermediate+java-beginner,java-intermediate,5/2/2016 12:00:00 AM,9/30/2016 12:00:00 AM,3/3/2017 12:00:00 AM,,customer analytics,gaming,,oan,855,863
1687,199,java-intermediate+java-beginner,java-beginner,6/1/2016 12:00:00 AM,3/1/2017 12:00:00 AM,6/1/2017 12:00:00 AM,,aviation solutions,gaming,aviation,fci,870,874
1323,200,java-intermediate+java-beginner,java-beginner,6/1/2016 12:00:00 AM,3/1/2017 12:00:00 AM,6/1/2017 12:00:00 AM,,aviation solutions,gaming,aviation,fci,870,874
