457,java-expert+java-intermediate+java-beginner,12/1/2016 0:00,android-expert,7,ONB,Online banking,5/1/2016 0:00,1/1/2017 0:00,0,1000,1000
2228,.net-beginner+ mongodb-beginner,9/1/2017 0:00,android-expert,8,ONB,Online banking,5/1/2016 0:00,1/1/2017 0:00,1,1000,1000
2929,.net-beginner+ mongodb-beginner,9/1/2017 0:00,.net-intermediate+ sharepoint-beginner,31,UID,UI re-design,1/1/2016 0:00,4/1/2017 0:00,2,1000,1000
759,java-expert+java-intermediate+java-beginner,3/3/2017 0:00,ios-intermediate,38,FCI,Mobility solutions for fast check in,6/1/2016 0:00,9/30/2016 0:00,3,1000,1000
592,java-expert+java-intermediate+java-beginner,12/1/2017 0:00,ios-intermediate,39,FCI,Mobility solutions for fast check in,6/1/2016 0:00,9/30/2016 0:00,4,1000,1000
561,java-expert+java-intermediate+java-beginner,6/1/2017 0:00,java-intermediate+ mongodb-intermediate,92,FCI,Mobility solutions for fast check in,6/1/2016 0:00,9/30/2016 0:00,5,1000,1000
150,java-expert+java-intermediate+java-beginner,6/1/2017 0:00,java-intermediate+ mongodb-intermediate,93,FCI,Mobility solutions for fast check in,6/1/2016 0:00,9/30/2016 0:00,6,1000,1000
634,java-expert+java-intermediate+java-beginner,6/1/2017 0:00,java-intermediate+ mongodb-intermediate,94,FCI,Mobility solutions for fast check in,6/1/2016 0:00,9/30/2016 0:00,7,1000,1000
531,java-expert+java-intermediate+java-beginner,6/1/2017 0:00,java-intermediate+ mongodb-intermediate,95,FCI,Mobility solutions for fast check in,6/1/2016 0:00,9/30/2016 0:00,8,1000,1000
424,java-expert+java-intermediate+java-beginner,12/1/2017 0:00,android-intermediate,98,FCI,Mobility solutions for fast check in,6/1/2016 0:00,9/30/2016 0:00,9,1000,1000
812,java-expert+java-intermediate+java-beginner,2/1/2017 0:00,android-intermediate,99,FCI,Mobility solutions for fast check in,6/1/2016 0:00,9/30/2016 0:00,10,1000,1000
202,java-expert+java-intermediate+java-beginner,10/1/2016 0:00,.net-expert+ azure-expert,102,INF,Informatics,7/1/2016 0:00,3/1/2017 0:00,11,1000,1000
1607,android-intermediate+android-beginner,9/30/2016 0:00,android-intermediate,119,INF,Informatics,11/1/2016 0:00,3/1/2017 0:00,15,1000,1000
