112,java-expert+ oracle-expert+java-intermediate+java-beginner+ oracle-intermediate+ oracle-beginner,3/31/2015 12:00:00 AM,lufthansa,java-expert+ oracle-expert,aviation,bfsi,ifs bank,27,onb,online banking,7/1/2016 12:00:00 AM,11/30/2016 12:00:00 AM,26,800,808
457,java-expert+java-intermediate+java-beginner,4/29/2016 12:00:00 AM,landmark,java-expert,ecommerce,gaming,nagarro,260,mre,mobile re-design,6/1/2016 12:00:00 AM,12/1/2017 12:00:00 AM,68,800,830
759,java-expert+java-intermediate+java-beginner,4/30/2016 12:00:00 AM,erste,java-intermediate,bfsi,,customer analytics,515,rci,real-time check in,11/1/2016 12:00:00 AM,2/1/2017 12:00:00 AM,514,880,884
592,java-expert+java-intermediate+java-beginner,5/15/2016 12:00:00 AM,lufthansa,java-beginner,aviation,aviation,lufthansa,583,flm,flight maintenace,7/3/2016 12:00:00 AM,4/1/2018 12:00:00 AM,198,860,894
561,java-expert+java-intermediate+java-beginner,5/16/2016 12:00:00 AM,lufthansa,java-beginner,aviation,aviation,lufthansa,582,flm,flight maintenace,7/3/2016 12:00:00 AM,4/1/2018 12:00:00 AM,197,855,889
150,java-expert+java-intermediate+java-beginner,6/28/2016 12:00:00 AM,,java-expert,,aviation,lufthansa,535,flm,flight maintenace,7/3/2016 12:00:00 AM,4/1/2018 12:00:00 AM,267,800,834
634,java-expert+java-intermediate+java-beginner,6/28/2016 12:00:00 AM,lufthansa,java-beginner,aviation,aviation,lufthansa,579,flm,flight maintenace,7/3/2016 12:00:00 AM,4/1/2018 12:00:00 AM,87,855,889
531,java-expert+java-intermediate+java-beginner,6/28/2016 12:00:00 AM,lufthansa,java-intermediate,,,customer analytics,499,rci,real-time check in,7/1/2016 12:00:00 AM,2/1/2017 12:00:00 AM,498,850,860
424,java-expert+java-intermediate+java-beginner,6/28/2016 12:00:00 AM,,java-expert,,,customer analytics,749,oan,online analytics,9/30/2016 12:00:00 AM,3/3/2017 12:00:00 AM,534,850,858
812,java-expert+java-intermediate+java-beginner,6/28/2016 12:00:00 AM,erste,java-intermediate,bfsi,,customer analytics,808,oan,online analytics,9/30/2016 12:00:00 AM,3/3/2017 12:00:00 AM,807,880,888
202,java-expert+java-intermediate+java-beginner,6/28/2016 12:00:00 AM,netent,java-expert,gaming,,customer analytics,497,rci,real-time check in,7/1/2016 12:00:00 AM,10/1/2016 12:00:00 AM,178,850,854
155,java-expert+java-intermediate+java-beginner,6/28/2016 12:00:00 AM,,java-expert,,,customer analytics,498,rci,real-time check in,7/1/2016 12:00:00 AM,2/1/2017 12:00:00 AM,259,850,860
715,java-expert+java-intermediate+java-beginner,6/28/2016 12:00:00 AM,lufthansa,java-beginner,aviation,aviation,lufthansa,581,flm,flight maintenace,7/3/2016 12:00:00 AM,4/1/2018 12:00:00 AM,196,855,889
229,java-expert+java-intermediate+java-beginner,6/28/2016 12:00:00 AM,netent,java-expert,gaming,aviation,aviation solutions,103,fci,mobility solutions for fast check in,7/20/2016 12:00:00 AM,12/31/2016 12:00:00 AM,274,800,808
153,java-expert+java-intermediate+java-beginner,6/28/2016 12:00:00 AM,,java-expert,,,customer analytics,748,oan,online analytics,7/22/2016 12:00:00 AM,12/31/2016 12:00:00 AM,496,850,858
255,java-expert+java-intermediate+java-beginner,6/30/2016 12:00:00 AM,netent,java-expert,gaming,publishing,lufthansa,756,erd,ereader,8/1/2016 12:00:00 AM,3/31/2017 12:00:00 AM,497,800,812
710,java-expert+java-intermediate+java-beginner,6/30/2016 12:00:00 AM,lufthansa,java-beginner,aviation,aviation,lufthansa,580,flm,flight maintenace,7/3/2016 12:00:00 AM,4/1/2018 12:00:00 AM,88,855,889
454,java-expert+java-intermediate+java-beginner,6/30/2016 12:00:00 AM,lufthansa,java-expert,,gaming,nagarro,69,mre,mobile re-design,12/1/2016 12:00:00 AM,12/1/2017 12:00:00 AM,747,800,820
152,java-expert+java-intermediate+java-beginner,7/18/2016 12:00:00 AM,,.net-beginner+ wpf-beginner,,,aviation solutions,599,mfr,multi-facility reporting,1/1/2016 12:00:00 AM,2/10/2018 12:00:00 AM,598,1000,1000
834,java-expert+java-intermediate+java-beginner,7/22/2016 12:00:00 AM,icici,java-intermediate,bfsi,,customer analytics,809,oan,online analytics,9/30/2016 12:00:00 AM,3/3/2017 12:00:00 AM,808,890,898
445,java-expert+java-intermediate+java-beginner,8/1/2016 12:00:00 AM,lufthansa,java-expert,,aviation,aviation solutions,179,fci,mobility solutions for fast check in,1/1/2017 12:00:00 AM,6/1/2017 12:00:00 AM,748,800,808
506,java-expert+java-intermediate+java-beginner,8/13/2016 12:00:00 AM,lufthansa,java-intermediate,aviation,,customer analytics,514,rci,real-time check in,11/1/2016 12:00:00 AM,2/1/2017 12:00:00 AM,513,850,854
760,java-expert+java-intermediate+java-beginner,9/1/2016 12:00:00 AM,ifs bank,java-beginner,bfsi,bfsi,ifs bank,79,onb,online banking,3/1/2017 12:00:00 AM,12/1/2017 12:00:00 AM,585,855,869
258,java-expert+java-intermediate+java-beginner,9/25/2016 12:00:00 AM,netent,java-intermediate,gaming,,customer analytics,750,oan,online analytics,9/30/2016 12:00:00 AM,3/3/2017 12:00:00 AM,749,850,858
783,java-expert+java-intermediate+java-beginner,9/30/2016 12:00:00 AM,ifs bank,java-beginner,bfsi,bfsi,ifs bank,80,onb,online banking,3/1/2017 12:00:00 AM,12/1/2017 12:00:00 AM,686,845,859
242,java-expert+java-intermediate+java-beginner,12/31/2016 12:00:00 AM,netent,java-intermediate,gaming,gaming,nagarro,274,mre,mobile re-design,3/1/2017 12:00:00 AM,12/1/2017 12:00:00 AM,273,870,884
142,java-expert+java-intermediate+java-beginner,12/31/2016 12:00:00 AM,,java-expert,ecommerce,gaming,nagarro,268,mre,mobile re-design,3/1/2017 12:00:00 AM,12/1/2017 12:00:00 AM,755,800,814
233,java-expert+java-intermediate+java-beginner,12/31/2016 12:00:00 AM,netent,java-expert+ mongodb-expert,gaming,,nagarro,677,sne,s98,7/15/2016 12:00:00 AM,8/31/2016 12:00:00 AM,107,1000,1000
803,java-expert+java-intermediate+java-beginner,12/31/2016 12:00:00 AM,lufthansa,java-intermediate,,aviation,aviation solutions,205,fci,mobility solutions for fast check in,3/1/2017 12:00:00 AM,6/1/2017 12:00:00 AM,204,870,874
825,java-expert+java-intermediate+java-beginner,12/31/2016 12:00:00 AM,ifs bank,java-beginner,bfsi,bfsi,ifs bank,78,onb,online banking,3/1/2017 12:00:00 AM,12/1/2017 12:00:00 AM,584,855,869
1133,java-intermediate+java-beginner,8/21/2016 12:00:00 AM,bmw,java-intermediate,bfsi,aviation,aviation solutions,206,fci,mobility solutions for fast check in,3/1/2017 12:00:00 AM,6/1/2017 12:00:00 AM,205,870,874
2001,java-intermediate+java-beginner,10/1/2016 12:00:00 AM,,java-intermediate,bfsi,,customer analytics,516,rci,real-time check in,11/1/2016 12:00:00 AM,2/1/2017 12:00:00 AM,515,855,859
1970,java-intermediate+java-beginner,9/30/2016 12:00:00 AM,,java-intermediate,gaming,gaming,nagarro,263,mre,mobile re-design,12/1/2016 12:00:00 AM,12/1/2017 12:00:00 AM,262,870,890
1156,java-intermediate+java-beginner,10/1/2016 12:00:00 AM,,java-beginner,gaming,aviation,aviation solutions,198,fci,mobility solutions for fast check in,3/1/2017 12:00:00 AM,6/1/2017 12:00:00 AM,811,870,874
1881,java-intermediate+java-beginner,9/21/2016 12:00:00 AM,,java-intermediate,gaming,,customer analytics,751,oan,online analytics,9/30/2016 12:00:00 AM,3/3/2017 12:00:00 AM,750,880,888
